SkChangesOfInstanceVariableLC,Task 11,
SkChangesOfInstanceVariableLC,Task 12,4,4,
SkChangesOfInstanceVariableLC,Task 13,2,8,2,
SkChangesOfInstanceVariableLC,Task 14,2,8,
SkChangesOfObjectLC,Task 01,2,2,2,2,
SkChangesOfObjectLC,Task 02,2,
SkChangesOfObjectLC,Task 03,
SkChangesOfObjectLC,Task 04,24,
SkChangesOfObjectLC,Task 05,
SkChangesOfObjectLC,Task 06,2,
SkChangesOfObjectLC,Task 07,
SkChangesOfObjectLC,Task 08,6,
SkChangesOfObjectLC,Task 09,4,
SkChangesOfObjectLC,Task 10,
SkChangesOfObjectLC,Task 11,2,2,10,10,2,8,4,4,2,2,2,
SkChangesOfObjectLC,Task 12,2,4,6,2,4,8,8,16,
SkChangesOfObjectLC,Task 13,2,14,4,2,4,2,4,2,2,4,4,4,4,
SkChangesOfObjectLC,Task 14,2,2,6,2,2,2,2,2,4,
SkAllMessageSendsWithSelectorLC,Task 01,
SkAllMessageSendsWithSelectorLC,Task 02,2,2,2,
SkAllMessageSendsWithSelectorLC,Task 03,2,4,4,4,2,2,2,2,6,2,2,2,2,2,2,
SkAllMessageSendsWithSelectorLC,Task 04,2,6,6,4,4,6,2,2,2,4,
SkAllMessageSendsWithSelectorLC,Task 05,
SkAllMessageSendsWithSelectorLC,Task 06,
SkAllMessageSendsWithSelectorLC,Task 07,
SkAllMessageSendsWithSelectorLC,Task 08,
SkAllMessageSendsWithSelectorLC,Task 09,2,2,4,2,2,2,4,2,2,
SkAllMessageSendsWithSelectorLC,Task 10,2,2,8,4,2,
SkAllMessageSendsWithSelectorLC,Task 11,
SkAllMessageSendsWithSelectorLC,Task 12,
SkAllMessageSendsWithSelectorLC,Task 13,
SkAllMessageSendsWithSelectorLC,Task 14,
SkAllInstanceCreationsOfExceptionLC,Task 01,2,2,2,2,2,2,2,4,2,2,
SkAllInstanceCreationsOfExceptionLC,Task 02,2,2,2,
SkAllInstanceCreationsOfExceptionLC,Task 03,
SkAllInstanceCreationsOfExceptionLC,Task 04,
SkAllInstanceCreationsOfExceptionLC,Task 05,
SkAllInstanceCreationsOfExceptionLC,Task 06,4,
SkAllInstanceCreationsOfExceptionLC,Task 07,
SkAllInstanceCreationsOfExceptionLC,Task 08,
SkAllInstanceCreationsOfExceptionLC,Task 09,
SkAllInstanceCreationsOfExceptionLC,Task 10,
SkAllInstanceCreationsOfExceptionLC,Task 11,
SkAllInstanceCreationsOfExceptionLC,Task 12,
SkAllInstanceCreationsOfExceptionLC,Task 13,
SkAllInstanceCreationsOfExceptionLC,Task 14,
SkChangesOfSelfLC,Task 01,8,
SkChangesOfSelfLC,Task 02,2,4,
SkChangesOfSelfLC,Task 03,
SkChangesOfSelfLC,Task 04,6,
SkChangesOfSelfLC,Task 05,
SkChangesOfSelfLC,Task 06,4,
SkChangesOfSelfLC,Task 07,
SkChangesOfSelfLC,Task 08,2,
SkChangesOfSelfLC,Task 09,
SkChangesOfSelfLC,Task 10,
SkChangesOfSelfLC,Task 11,4,2,
SkChangesOfSelfLC,Task 12,4,4,2,
SkChangesOfSelfLC,Task 13,2,
SkChangesOfSelfLC,Task 14,2,
SkAllReceivedMessagesLC,Task 01,2,2,
SkAllReceivedMessagesLC,Task 02,2,4,10,
SkAllReceivedMessagesLC,Task 03,
SkAllReceivedMessagesLC,Task 04,2,2,
SkAllReceivedMessagesLC,Task 05,2,
SkAllReceivedMessagesLC,Task 06,
SkAllReceivedMessagesLC,Task 07,
SkAllReceivedMessagesLC,Task 08,2,
SkAllReceivedMessagesLC,Task 09,2,2,6,4,
SkAllReceivedMessagesLC,Task 10,2,2,
SkAllReceivedMessagesLC,Task 11,
SkAllReceivedMessagesLC,Task 12,2,
SkAllReceivedMessagesLC,Task 13,
SkAllReceivedMessagesLC,Task 14,
